Id,task_1,task_2
data/test/melanoma/ISIC_0012258.jpg,0.18606090545654297,0.2504815459251404
data/test/melanoma/ISIC_0012356.jpg,0.31092238426208496,0.19667105376720428
data/test/melanoma/ISIC_0012369.jpg,0.2329511046409607,0.1210007593035698
data/test/melanoma/ISIC_0012395.jpg,0.19193333387374878,0.014863742515444756
data/test/melanoma/ISIC_0012425.jpg,0.24915847182273865,0.23549018800258636
data/test/melanoma/ISIC_0012758.jpg,0.07804954797029495,0.014283313415944576
data/test/melanoma/ISIC_0012989.jpg,0.10050779581069946,0.06783650070428848
data/test/melanoma/ISIC_0013072.jpg,0.1575435996055603,0.12384616583585739
data/test/melanoma/ISIC_0013073.jpg,0.310771644115448,0.24732626974582672
data/test/melanoma/ISIC_0013242.jpg,0.20502103865146637,0.05344095826148987
data/test/melanoma/ISIC_0013277.jpg,0.31282299757003784,0.029861073940992355
data/test/melanoma/ISIC_0013321.jpg,0.28600558638572693,0.29448676109313965
data/test/melanoma/ISIC_0013374.jpg,0.2561821937561035,0.26697981357574463
data/test/melanoma/ISIC_0013411.jpg,0.3012728989124298,0.10479654371738434
data/test/melanoma/ISIC_0013414.jpg,0.15395702421665192,0.13323259353637695
data/test/melanoma/ISIC_0013455.jpg,0.23296062648296356,0.013077366165816784
data/test/melanoma/ISIC_0013457.jpg,0.32423457503318787,0.07205673307180405
data/test/melanoma/ISIC_0013459.jpg,0.17531272768974304,0.18637733161449432
data/test/melanoma/ISIC_0013472.jpg,0.1905759871006012,0.07226178795099258
data/test/melanoma/ISIC_0013473.jpg,0.33467525243759155,0.11537958681583405
data/test/melanoma/ISIC_0013565.jpg,0.25393253564834595,0.2731517553329468
data/test/melanoma/ISIC_0013577.jpg,0.20701763033866882,0.19603173434734344
data/test/melanoma/ISIC_0013588.jpg,0.23288503289222717,0.20418515801429749
data/test/melanoma/ISIC_0013615.jpg,0.2389916181564331,0.049750711768865585
data/test/melanoma/ISIC_0013617.jpg,0.22648026049137115,0.014267964288592339
data/test/melanoma/ISIC_0013636.jpg,0.28120261430740356,0.21259182691574097
data/test/melanoma/ISIC_0013678.jpg,0.28049954771995544,0.12342940270900726
data/test/melanoma/ISIC_0013696.jpg,0.2217395156621933,0.26199784874916077
data/test/melanoma/ISIC_0013733.jpg,0.1097664013504982,0.05209415405988693
data/test/melanoma/ISIC_0013739.jpg,0.142451211810112,0.09985747933387756
data/test/melanoma/ISIC_0013766.jpg,0.08384787291288376,0.02556108497083187
data/test/melanoma/ISIC_0013767.jpg,0.30018720030784607,0.12826350331306458
data/test/melanoma/ISIC_0013813.jpg,0.3049035668373108,0.24261274933815002
data/test/melanoma/ISIC_0013814.jpg,0.31262049078941345,0.20946729183197021
data/test/melanoma/ISIC_0013833.jpg,0.30692392587661743,0.0984061136841774
data/test/melanoma/ISIC_0013842.jpg,0.14329755306243896,0.15167367458343506
data/test/melanoma/ISIC_0013867.jpg,0.24782049655914307,0.2709067761898041
data/test/melanoma/ISIC_0013908.jpg,0.15781892836093903,0.04903192073106766
data/test/melanoma/ISIC_0013917.jpg,0.1692393571138382,0.11248448491096497
data/test/melanoma/ISIC_0013925.jpg,0.12083705514669418,0.0034006780479103327
data/test/melanoma/ISIC_0013948.jpg,0.07889120280742645,0.011353523470461369
data/test/melanoma/ISIC_0013953.jpg,0.19838297367095947,0.11223244667053223
data/test/melanoma/ISIC_0013987.jpg,0.15962325036525726,0.11081971973180771
data/test/melanoma/ISIC_0013988.jpg,0.2547781467437744,0.14726373553276062
data/test/melanoma/ISIC_0014027.jpg,0.2935934066772461,0.16829034686088562
data/test/melanoma/ISIC_0014059.jpg,0.12675689160823822,0.07834267616271973
data/test/melanoma/ISIC_0014077.jpg,0.28265464305877686,0.061247602105140686
data/test/melanoma/ISIC_0014103.jpg,0.19929635524749756,0.18278717994689941
data/test/melanoma/ISIC_0014110.jpg,0.21233023703098297,0.0701470673084259
data/test/melanoma/ISIC_0014129.jpg,0.26144009828567505,0.10332831740379333
data/test/melanoma/ISIC_0014148.jpg,0.30633220076560974,0.1241845190525055
data/test/melanoma/ISIC_0014160.jpg,0.18304823338985443,0.14766548573970795
data/test/melanoma/ISIC_0014181.jpg,0.2970817983150482,0.154102623462677
data/test/melanoma/ISIC_0014186.jpg,0.20477788150310516,0.236167311668396
data/test/melanoma/ISIC_0014219.jpg,0.20824123919010162,0.19791974127292633
data/test/melanoma/ISIC_0014221.jpg,0.3003816306591034,0.08328323066234589
data/test/melanoma/ISIC_0014233.jpg,0.2850382328033447,0.12480274587869644
data/test/melanoma/ISIC_0014255.jpg,0.20098239183425903,0.18296314775943756
data/test/melanoma/ISIC_0014270.jpg,0.17858025431632996,0.18478697538375854
data/test/melanoma/ISIC_0014284.jpg,0.24098022282123566,0.22369343042373657
data/test/melanoma/ISIC_0014288.jpg,0.1760658323764801,0.17979422211647034
data/test/melanoma/ISIC_0014319.jpg,0.19568178057670593,0.07823523879051208
data/test/melanoma/ISIC_0014336.jpg,0.3194951117038727,0.09810483455657959
data/test/melanoma/ISIC_0014349.jpg,0.27661529183387756,0.12161813676357269
data/test/melanoma/ISIC_0014369.jpg,0.22964461147785187,0.02071189507842064
data/test/melanoma/ISIC_0014423.jpg,0.19955119490623474,0.21518723666667938
data/test/melanoma/ISIC_0014434.jpg,0.2783987522125244,0.18885420262813568
data/test/melanoma/ISIC_0014454.jpg,0.2652084529399872,0.20440097153186798
data/test/melanoma/ISIC_0014478.jpg,0.2653254568576813,0.2381945550441742
data/test/melanoma/ISIC_0014489.jpg,0.15258535742759705,0.10991136729717255
data/test/melanoma/ISIC_0014506.jpg,0.32522252202033997,0.2084663063287735
data/test/melanoma/ISIC_0014513.jpg,0.1664164513349533,0.1478484719991684
data/test/melanoma/ISIC_0014541.jpg,0.22905290126800537,0.08446028083562851
data/test/melanoma/ISIC_0014542.jpg,0.30148759484291077,0.2199355810880661
data/test/melanoma/ISIC_0014546.jpg,0.298909455537796,0.22388336062431335
data/test/melanoma/ISIC_0014548.jpg,0.26375508308410645,0.17020507156848907
data/test/melanoma/ISIC_0014559.jpg,0.2726818323135376,0.28665319085121155
